,Male,Female,White,Black Or African American,American Indian Or Alaskan Native,Asian,Native Hawaiian & Other Pacific Islander,Other Race,Two Or More Races,Husband Wife Family Households,Single Guardian,Singles,Singles With Roommate,Households Without Kids,Households With Kids,Worked Full-time With Earnings,Worked Part-time With Earnings,No Earnings,"< $25,000","$25,000-$44,999","$45,000-$59,999","$60,000-$99,999","$100,000-$149,999","$150,000-$199,999","$200,000+",Less Than High School Diploma,High School Graduate,Associate's Degree,Bachelor's Degree,Master's Degree,Professional School Degree,Doctorate Degree,Enrolled In Public School,Enrolled In Private School,Not Enrolled In School,April,August,December,February,January,July,June,March,May,November,October,September,day1,day10,day11,day12,day13,day14,day15,day16,day17,day18,day19,day2,day20,day21,day22,day23,day24,day25,day26,day27,day28,day29,day3,day30,day31,day4,day5,day6,day7,day8,day9,year
2541,41680,16499,38988,35588,532,244,179,2099,9542,5125,9289,11966,1345,17441,1616,21836,4025,14717,5491,2344,4175,6937,865,134,687,25532,27795,2575,3344,4637,428,62,13769,431,2717,1,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,2017
2542,39237,14752,55930,7046,95,1398,158,2290,11455,17217,4197,11785,6096,20248,4235,26137,3505,39466,4827,7901,851,4217,4746,335,312,8782,25532,2016,3538,6520,693,465,16529,648,3698,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,2014
2543,43306,7770,32064,11699,363,80,10,1223,5228,10252,8725,5750,1290,16174,3627,22739,6099,18878,8342,8040,2392,3236,3875,411,661,16909,26079,133,2935,7489,166,450,10056,394,3158,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,1,0,1,1,0,0,2015
2544,31626,14178,24968,22403,581,1850,190,1151,1904,15554,6577,11737,5809,9583,3248,21582,5373,28442,8666,2950,913,8012,2746,325,361,8247,18965,2471,3881,8116,135,140,5639,644,2309,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,2017
2545,28723,12138,35374,19319,697,172,28,2668,3249,13414,4188,12151,2424,20011,3183,15503,2482,34485,7092,7291,3483,6559,3004,715,762,19631,31269,4672,4622,692,413,410,4615,579,2137,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,2016
2546,31854,8753,48046,22942,99,2096,193,5047,14203,10812,3417,12639,4783,9907,2764,17775,3952,21885,7246,4929,1193,4032,4142,430,140,12629,26280,265,2096,6798,279,453,15589,204,1551,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,2018
2547,25805,8129,24369,11974,508,612,170,3611,13947,6443,9236,9414,4206,12567,4347,27539,5591,18821,6302,4956,3761,2909,3304,579,383,9271,18653,2536,2281,4390,831,348,7315,211,2428,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,2014
2548,52111,6212,29841,20588,703,860,158,4712,8628,13922,8123,11479,3094,8401,1564,14412,6063,18793,8965,6720,3725,4401,2050,267,757,6975,10074,2881,2883,7474,827,432,21419,209,706,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,2018
2549,54521,16639,54356,12338,240,455,126,2587,3524,12987,4380,10778,5230,19529,2900,34809,5611,37111,6214,6961,2762,3650,2265,157,605,25801,30334,3760,2498,6584,393,424,19081,556,2204,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,2017
2550,22144,13860,28438,14027,211,1874,98,2927,1935,4426,8221,8046,4509,17510,1937,19946,6546,36671,6528,6327,2707,2306,4393,619,840,24180,22225,4899,4055,49,874,344,18406,730,1889,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,2018
2551,52903,11065,49409,34103,624,805,71,94,10972,14104,4838,10888,6014,23435,3818,9719,4721,31668,4246,8087,432,7895,1902,196,586,11063,8749,1899,2608,2007,626,192,20114,210,2129,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,1,2015
2552,28708,12223,61303,8528,503,330,39,2770,14239,8597,9167,10226,6183,18716,3624,15290,3010,10734,8919,8374,780,1603,5049,614,66,4027,17614,4711,3753,3831,83,304,19955,608,2016,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,2016
2553,54883,6066,18223,10502,645,2221,128,4102,6108,11854,9357,12896,4862,24222,1391,11131,2788,23848,6533,8295,418,7144,5589,166,272,23932,24527,2412,1210,7231,420,274,8957,787,2228,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,1,2018
2554,31690,11704,34670,35584,497,337,103,834,1831,14971,5022,4891,1884,9141,3045,19168,2802,20839,4535,6468,801,3209,5086,404,232,7857,9325,4870,1486,5330,593,433,9915,563,2264,0,0,1,1,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,2018
2555,16251,15038,29296,35726,469,2314,89,223,3877,7655,5408,4007,5704,15344,4241,24728,5701,27488,8772,6105,1080,7134,4585,736,632,20366,22352,3293,3555,3593,194,457,15765,541,1492,1,1,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,1,1,0,1,2017
2556,28962,6815,39290,15056,558,543,90,764,12064,9060,8986,4065,5808,11353,3113,34346,6564,21134,8673,4486,1897,8453,4616,335,315,4225,32348,1431,3837,5719,186,290,12867,590,3401,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0,2016
2557,37493,12773,67653,35741,662,1999,76,3701,3811,6556,8444,5509,4477,15384,1881,25322,3095,8444,4252,4192,1832,6249,2673,504,132,27211,19013,2606,2439,4770,336,492,12482,313,1286,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,1,2017
2558,46664,10282,49411,23694,481,1981,105,345,3026,14295,7516,12443,2700,15284,3884,29404,5547,9854,7608,7928,4348,3830,1992,275,280,18083,9307,4774,1705,1579,458,101,20022,654,2639,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,2016
2559,20401,12710,49463,21768,549,1453,108,3705,14550,11197,9326,7598,1439,19129,1296,17879,2968,29799,5791,4307,432,3402,2602,146,314,15456,15452,2112,2681,4913,715,358,20096,443,3717,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,0,2017
2560,35726,6610,54751,25244,43,2222,54,365,2739,11349,2396,4104,4853,24127,3972,15834,6934,13238,8360,4120,722,7875,1211,154,578,12763,22539,4776,1729,8415,982,128,9211,355,2886,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,0,2016
2561,30284,17899,23681,30700,705,1660,8,3777,8189,10766,8059,9258,5093,24053,2845,34969,3416,30836,4989,8108,2360,3737,3213,119,377,7697,24137,4583,3048,8089,438,134,18068,426,3573,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,2014
2562,57423,5849,39038,21322,573,1574,180,1189,7478,10566,3990,6084,2798,22737,4288,29369,2595,16970,4892,4435,2700,4846,4072,198,504,16511,17375,4698,3569,86,384,244,11168,653,2469,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,2016
2563,30870,9274,29936,19155,157,1570,57,989,3450,9084,6876,7094,3432,22842,2740,31978,6696,19286,3567,8041,941,1621,3620,745,441,22481,32868,3289,4043,3257,992,147,5909,674,1369,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,2018
2564,54426,17780,17875,6904,79,637,2,401,1324,15054,4461,11910,1929,24200,4311,25712,7521,22206,7292,2818,1919,7852,2799,219,180,8896,24369,1249,1757,7611,307,336,18044,410,3273,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2014
2565,30869,14851,32164,7203,302,841,63,5234,10150,10828,9399,4557,5044,11618,1677,24661,3972,26868,8860,8429,3894,1729,370,138,777,10312,16623,2769,1387,5778,245,380,8596,805,1501,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,2018
2566,46044,10868,45315,18508,724,1254,54,195,1881,15253,7918,9654,3262,17049,1159,13994,5460,19349,7084,6910,894,5883,1487,679,991,11252,28302,2080,3167,1757,823,297,15749,303,1750,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2016
2567,35022,10419,60281,31422,13,526,140,1877,14408,10522,6103,8677,4380,14122,1528,28141,7575,17923,8155,2223,4127,6869,942,566,159,22748,22564,4903,1304,5286,954,196,10589,177,1130,1,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2015
2568,42460,17617,24764,13952,51,865,15,1979,6890,13364,5860,10657,4608,7972,2359,22941,5354,30413,5812,7505,4187,7049,4568,413,929,26388,14906,3579,2110,1685,451,79,5564,484,2004,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,2018
2569,20506,13281,18106,17169,705,2342,71,5110,10764,4242,2505,4326,2870,10622,1167,11547,2947,35938,6117,6178,2401,5754,431,324,81,26976,9533,482,3264,6892,993,170,5506,493,3753,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,2015
2570,46972,6413,22856,7522,304,1812,191,1941,2787,7610,5383,5000,3368,14246,1130,19003,4533,11358,8832,4689,3620,8019,1221,622,125,17013,14256,700,4600,2723,584,450,10143,337,3290,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,2016
2571,23503,15198,39789,33121,391,111,18,2316,11018,13737,2776,9748,4701,11274,3747,24111,6082,35315,5179,3859,693,7348,2201,624,947,13055,28000,3166,4727,5770,395,264,14287,818,2873,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,2016
2572,54966,11064,47541,10843,538,954,134,3609,9757,9151,2959,7171,2936,24518,3206,18885,3960,19741,6458,5190,3667,3664,3325,333,266,10873,31999,4388,2227,4496,329,393,7376,774,3012,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,1,2018
2573,27601,12671,63056,14248,347,917,132,521,5123,14238,8829,11755,5732,10596,3051,17733,6436,25605,6903,4125,2534,5414,5338,551,254,8745,11484,3604,3043,1538,189,384,4741,259,2463,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0,2017
2574,14344,6469,42440,17491,711,788,21,4154,8014,6016,6038,6735,2851,14139,3056,12617,5217,35080,8515,7327,2574,4590,1496,762,88,24597,23139,3736,1787,3576,511,471,13585,364,893,1,1,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,2017
2575,34620,17761,47203,27250,8,1631,55,2769,10353,10315,7051,7504,3213,8376,2420,29750,3218,37301,6851,8423,4313,4657,4509,262,968,12977,20053,1261,2021,2452,357,142,20912,689,3532,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,2017
2576,33027,13140,29514,34259,433,2396,191,2350,2377,12278,3256,10053,3625,17455,2678,35408,2706,18740,7914,4666,1039,5477,5180,375,413,24160,21127,1379,2951,7410,999,387,16420,238,1170,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,2018
2577,37037,7588,55886,35651,46,1761,20,3450,1258,15680,4291,4438,2194,21480,2566,21970,2781,8641,3866,2243,1669,8275,912,782,747,14517,16071,1282,4458,1756,293,64,13597,457,2906,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,2017
2578,50199,14867,31877,32828,253,1960,159,4626,10389,6292,6690,12409,5648,10220,2892,24533,2656,24614,8867,3305,4429,5260,2741,670,708,8300,10278,4565,4068,2582,927,96,9502,156,1831,1,0,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,1,2015
2579,28032,14698,20749,24487,14,471,8,3529,2210,12954,7432,7699,1419,9641,3952,22348,5434,19251,4918,7456,395,3676,4364,601,436,23439,25283,2583,1723,657,219,303,17802,234,3525,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,2018
2580,46596,15341,60997,14121,604,842,180,70,10877,16581,6281,5058,2889,10167,1556,12800,5943,38442,8028,2987,2797,3852,3135,409,181,7921,17650,1224,3080,2355,662,488,18212,340,854,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,2014
2581,15499,16453,48937,20586,222,796,13,2496,4039,7883,3464,5838,1793,17405,3751,30055,7643,22158,8190,6592,2173,1074,4325,177,972,22451,9357,4858,2814,3742,340,417,15953,294,2818,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,2017
2582,57850,8866,63704,24571,264,2051,2,147,4030,9402,3916,7637,5940,22837,2098,27631,4883,39286,4103,3732,1400,5946,154,434,67,6571,23300,3049,1634,936,775,94,7998,642,1415,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,2016
2583,19181,11914,35652,31194,31,1391,151,2279,2684,11610,6735,12767,3839,21265,3072,27185,4070,16751,4472,4942,290,1245,1866,522,92,26309,20345,3540,4470,146,306,83,10339,163,1118,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,2014
2584,23392,17903,40124,22851,255,98,30,3648,11194,11497,6143,6374,5701,18336,4139,16755,2505,34980,5189,5276,269,8248,3841,647,333,6988,25563,1665,2961,8021,597,316,18942,334,1436,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,2014
2585,42695,17778,44052,13704,652,1603,86,4475,6392,9578,5690,5186,5752,10313,3487,10565,7069,26489,4460,4560,2910,1402,2889,396,444,5469,14361,4774,2555,9238,605,448,15393,636,2561,1,0,1,1,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0,1,1,2014
2586,18269,7997,58841,30210,328,1100,34,30,6430,13250,3075,12438,1666,22094,1190,28504,7606,24461,5031,8243,3965,1876,2652,526,652,17316,11236,215,3374,5248,304,471,8962,483,1215,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,2016
2587,29158,11121,40285,17758,348,1273,20,2646,9217,11545,6237,8708,1568,8372,2090,17512,5449,13654,3471,2574,1902,963,3821,217,49,11571,22059,542,2528,7585,934,489,18792,161,1889,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,2018
2588,27735,16936,42177,26312,317,1201,103,3708,7408,16712,6438,6086,2358,23159,3335,11513,6677,37126,8133,3558,2617,4765,4786,387,315,22572,25150,2537,1585,3363,446,255,18164,738,1390,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,2014
2589,14409,5903,63168,24341,505,2210,34,1094,5274,15077,5746,6041,1301,22718,1197,24339,6865,27864,5340,7927,1068,6400,3384,637,317,6598,11284,4135,3948,1943,295,448,15009,308,3610,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,2015
2590,45419,8667,46609,29263,210,2293,58,1746,3708,6651,4004,12913,5220,11317,4239,34840,2844,14965,7040,2357,2221,2197,4978,631,572,13156,28907,4408,3620,4615,380,453,5796,672,3294,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,2017
2591,23611,6756,37602,27767,89,274,37,5127,3258,9495,6983,11080,6226,13368,2136,33938,5988,12963,5017,5744,1709,7928,2560,210,339,19064,30923,614,4099,1216,754,307,20538,418,3473,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,2016
2592,42083,11617,37044,35672,702,1575,48,3600,10766,12898,7191,5345,4488,14997,2536,13394,2663,30977,5434,2896,990,3328,2756,226,979,22808,9961,780,2126,1411,512,219,5529,484,2239,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,2014
2593,26673,14074,65865,10944,1,1638,80,2960,4363,17447,5429,9038,2267,8155,1383,17837,7246,11175,3884,3515,2676,8363,40,462,391,16553,20651,2202,2342,7577,957,338,15168,308,1966,1,0,0,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,2017
2594,47259,8911,59655,26551,121,1981,150,14,11175,15198,9438,5534,6120,20313,3946,28373,6045,11672,5580,6712,1059,3472,1899,755,312,10062,24693,1582,4529,4380,82,427,4998,270,1709,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,0,1,0,2018
2595,20556,14388,62588,11099,15,2127,40,3809,9169,9438,6344,8820,3915,14837,1325,24068,6688,8188,4517,5098,1936,4201,5100,312,525,20499,29978,4249,1879,5270,928,421,10067,679,2799,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,2015
2596,49279,11556,42101,36238,309,917,152,4676,3581,15265,6063,10780,2014,11391,2928,17193,2653,32289,4853,6671,1995,6603,89,314,919,24871,27378,483,1440,754,828,424,5266,405,1182,1,0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,2015
2597,20787,16034,19466,8010,183,522,97,2354,12145,9439,5486,5188,1931,24540,4270,22967,2881,31427,6764,3695,568,3706,4517,701,962,27065,11793,338,2454,8356,720,410,15571,575,925,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,1,0,1,2015
2598,29999,12667,31950,28080,50,2312,115,3236,11790,11666,4178,10220,5858,22012,1637,9424,7581,31724,4919,7373,3991,6568,1934,350,315,4221,28547,162,4043,8178,385,78,19780,444,3322,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,2017
2599,21208,13097,18962,12327,49,2197,103,1793,14002,14471,4897,8320,4310,19957,3089,25594,3646,13320,3856,6146,792,6389,3831,560,582,7655,23269,3294,1752,8502,846,384,20709,769,1546,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,2014
2600,20290,13382,59639,23909,350,138,14,144,7282,6224,3217,5262,2160,13976,3895,11484,4861,13570,6924,6338,511,1592,1710,748,686,24431,19090,3383,4324,2296,498,125,12308,295,1256,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,2015
2601,52890,16293,37196,29489,230,524,147,3515,12581,16420,5337,7239,4215,11238,2927,35360,7057,22683,7482,6882,3529,3633,1610,331,564,24376,17551,209,3056,7717,981,300,6683,503,2121,1,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,1,2018
2602,32076,6218,42652,7750,133,970,37,675,12633,12147,5609,8760,1773,11320,3218,15217,4476,10925,6982,7164,3092,5088,1845,362,683,12321,32720,410,1312,8028,739,174,11810,818,3051,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,0,0,1,2014
2603,31169,5963,52866,14178,639,2437,8,4751,12221,14912,9420,10080,5473,23962,2932,28719,4251,17666,4162,6132,2048,4583,2539,533,323,18538,28330,1804,2103,2549,427,404,6512,600,2238,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,2017
2604,14027,7160,51724,25700,643,554,34,2475,7598,15819,8170,9296,5425,23591,3017,23660,3561,25225,8274,7555,3872,1344,2768,200,662,23823,16419,723,1644,7115,763,137,7272,157,2068,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,2014
2605,38491,16965,24560,35698,706,2425,131,3576,11403,7578,3227,6052,5652,13814,1764,26833,5422,15723,5693,6947,2105,2159,4244,608,470,9455,28646,2839,1201,6443,717,444,19062,572,3246,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,2015
2606,32635,17336,25941,30610,398,1652,73,2398,9170,13120,3565,12852,3789,12734,3036,32370,3513,19840,7231,3622,683,341,5361,450,567,10749,22165,2314,3200,4299,829,432,6854,152,1602,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,2014
2607,19787,12760,28180,19460,159,1257,175,2871,2046,7581,8273,11120,6103,10842,2747,33264,5552,27080,7440,5527,1480,3803,5404,544,681,14802,9439,3682,2552,4476,205,389,13017,207,3428,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,2016
2608,26628,18175,59221,17982,362,1559,6,3125,2179,6211,5736,8549,3140,15152,1183,25028,4641,36200,8620,4963,3882,2918,869,442,941,10099,8780,2743,4488,1135,453,303,18724,759,1062,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1,1,2018
2609,27360,8724,32345,11078,678,804,16,1899,10210,17163,8835,11582,3736,13444,3369,19911,6173,23229,3519,7155,3632,5116,5124,338,539,6619,11507,2435,4241,786,413,253,17470,334,3399,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,2018
2610,13837,10248,25711,19959,396,131,124,2681,11100,13701,3739,5178,5056,8909,1798,27264,5864,13806,8368,7608,2812,1045,2353,440,398,6489,19286,3437,1432,7756,479,128,11673,542,3691,1,1,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,2016
2611,45961,9205,57740,23704,358,1483,19,607,5617,12034,7896,5447,3148,10784,2548,12834,2545,35798,4139,6267,2912,5132,1110,594,646,19220,25729,1400,3426,158,945,92,20819,466,623,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,2015
2612,16498,15552,31650,21612,536,999,95,4377,4873,4164,7659,11222,6100,18701,1784,19549,6939,28333,8258,4505,517,1615,2371,460,277,17698,18544,1824,2389,5730,482,427,17140,324,2884,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,2015
